record_uid,source,source_layer,source_file,source_record_id,source_name,operator,status,source_latitude,source_longitude,coordinate_valid,geometry_type,facility_size_sqft,campus_area_sqft,mw,canonical_state_source,canonical_county_source,city,address,zip,location_confidence,source_detail_json,normalized_name,normalized_operator,source_is_currently_built,site_group_id
FracTracker:frac_row_1423,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1423,AWS,Amazon,Proposed,45.612293,-119.507706,True,Point,,,1000,OR,Morrow,Lexington/ Boardman,Near Hwy 207,,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/01/2026"", ""date_updated"": ""04/01/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/amazon-purchases-1300-acres-in-morrow-county-oregon/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",aws,amazon,False,site_00413
FracTracker:frac_row_1424,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1424,Simple Mining,,Proposed,42.2922,-91.0185,True,Point,6400.0,,,IA,Dubuque,Cascade,Cascade Industrial Park,,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/simple-mining-plans-bitcoin-mining-expansion-in-dubuque-county-iowa/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",simple mining,,False,site_00414
FracTracker:frac_row_1425,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1425,Simple Mining,,Proposed,42.480602,-92.48979,True,Point,,,,IA,Black Hawk,Cedar Falls,Viking Rd and S. Union Rd,50613.0,Medium,"{""community_pushback"": ""Yes"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/officials-in-cedar-falls-iowa-delay-hearing-on-simple-minings-cryptomine-rezoning/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",simple mining,,False,site_00415
FracTracker:frac_row_1426,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1426,Sabey Data Center,,Proposed,39.666195,-86.30182,True,Point,900000.0,,250,IN,Marion,Decatur,Kentucky Ave and Camby Rd,46221.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/4bn-data-center-in-indianapolis-indiana-gets-go-ahead/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",sabey,,False,site_00416
FracTracker:frac_row_1427,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1427,Drox Group data center,,Proposed,36.24073,-80.30469,True,Point,1300000.0,,,NC,Forsyth,Rural Hall,8084 Glade St,,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/property-developer-drox-looking-to-build-129-acre-data-center-near-greensboro-north-carolina/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",drox group,,False,site_00417
FracTracker:frac_row_1428,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1428,Crow Holdings Development data center,,Cancelled,33.484707,-84.43693,True,Point,300000.0,,,GA,Fayette,Fayetteville,south of Roberts Rd and west of Hwy 85,30214.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/developer-effectively-withdraws-application-for-data-center-in-fayetteville-georgia/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",crow holdings development,,False,site_00418
FracTracker:frac_row_1429,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1429,PowerHouse Hillwood Holding data center,PowerHouse Hillwood Holding,Approved/Permitted/Under construction,41.46266,-88.05086,True,Point,3468000.0,,1800,IL,Will,Joliet,Schweitzer Rd and S Ridge Rd,60421.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/approval-given-to-20bn-data-center-near-chicago-illinois/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",powerhouse hillwood holding,powerhouse hillwood holding,False,site_00419
FracTracker:frac_row_143,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_143,Union City (ATL11),Microsoft,Approved/Permitted/Under construction,33.62499,-84.56204,True,Point,2100000.0,,324,GA,Fulton,College Park,4810 Stonewall Tell Rd,30349.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""07/05/2025"", ""date_updated"": ""07/05/2025"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/21-million-sq-ft-data-center-campus-proposed-outside-atlanta-georgia/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",union city atl11,microsoft,False,site_00420
FracTracker:frac_row_1430,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1430,Microsoft data center,Microsoft,Proposed,42.839203,-85.56194,True,Point,,,,MI,Kent,Caledonia,4100 68th St SE,49316.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/microsoft-looks-to-buy-578-additional-acres-in-gaines-township-michigan/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",microsoft,microsoft,False,site_00421
FracTracker:frac_row_1431,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1431,Microsoft data center,Microsoft,Proposed,42.737343,-85.68578,True,Point,,,,MI,Allegan,Dorr,near 144th Ave and Hwy 131,49323.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/microsoft-plans-data-centers-in-dorr-and-lowell-townships-applies-for-property-rezoning-in-gaines-townships/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",microsoft,microsoft,False,site_00422
FracTracker:frac_row_1432,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1432,Metrobloks data center,,Proposed,39.207073,-94.45517,True,Point,568800.0,,,MO,Clay,Liberty,2515 Old Hughes Rd,64068.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/metrobloks-announces-plans-for-three-building-data-center-campus-in-kansas-city-missouri/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",metrobloks,,False,site_00423
FracTracker:frac_row_1433,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1433,Krambu data center,,Proposed,46.872646,-113.86772,True,Point,,,10,MT,Missoula,Missoula,9314 Bonner Mill Rd,59808.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/developer-krambu-looks-to-build-ai-data-center-in-missoula-county-montana/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Small (0-10 MW)""}",krambu,,False,site_00424
FracTracker:frac_row_1434,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1434,Revitalization Unlimited data center,,Proposed,39.102562,-94.58718,True,Point,142085.0,,30,MO,Jackson,Kansas City,304 W. 10th Street,64105.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/former-newspaper-building-in-kansas-city-eyed-for-20-story-data-center-development/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Medium (11-50 MW)""}",revitalization unlimited,,False,site_00425
FracTracker:frac_row_1435,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1435,Shenandoah Computing data center,Google,Proposed,39.17474,-94.46181,True,Point,1435000.0,,,MO,Clay,Kansas City,NE of Parvin Rd and Arlington Ave,64161.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/google-affiliated-company-buys-430-acres-of-land-in-kansas-city-missouri/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",shenandoah computing,google,False,site_00426
FracTracker:frac_row_1436,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1436,SoftBank Data Center/PORTS Technology Campus,Softbank,Proposed,39.01315,-83.00055,True,Point,,,9200,OH,Pike,Piketon,Former Portsmouth Gaseous Diffusion Site,45661.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/21/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/softbank-eyes-10gw-data-center-at-former-doe-nuclear-enrichment-site-in-ohio/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",softbank ports technology campus,softbank,False,site_00427
FracTracker:frac_row_1437,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1437,QTS Salem,,Proposed,41.092793,-76.16732,True,Point,,,,PA,Luzerne,Berwick,West of Susquehanna Nuclear Power Plant,18603.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/qts-acquires-1700-acres-of-land-in-pennsylvania-for-data-center-development/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",qts salem,,False,site_00428
FracTracker:frac_row_1438,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1438,Regency HOA area data center,,Proposed,39.011425,-77.485016,True,Point,,,432,VA,Loudon,Ashburn,Asburn Village Blvd and Waxpool Rd,,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/02/2026"", ""date_updated"": ""04/02/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/432mw-data-center-campus-eyed-in-virginias-data-center-alley/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",regency hoa area,,False,site_00429
FracTracker:frac_row_144,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_144,JMF IXP Farm Colombus,JMF Solutions,Operating,32.498444,-84.883575,True,Point,50000.0,,13,GA,Muscogee,Columbus,8 Corporate Ridge Pkwy,31907.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""10/16/2025"", ""date_updated"": ""10/16/2025"", ""info_source_1"": """", ""information_source"": ""Sci4GA"", ""sizerank"": ""Medium (11-50 MW)""}",jmf ixp farm colombus,jmf solutions,True,site_00430
PNNL:building_00958153770,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_00958153770,,,Operating/inferred,32.49826721190269,-84.8835713174046,True,Polygon,116660.0,,,GA,Muscogee County,,,,,"{""county_id"": ""215"", ""osm_id"": ""00958153770"", ""ref"": """", ""sqft"": ""116660.0"", ""state"": ""Georgia""}",,,True,site_00430
PNNL:campus_00958153769,PNNL,campus,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_campus.geojson,campus_00958153769,DLI ONE,DLI ONE,Operating/inferred,32.4980963034713,-84.88357121180205,True,MultiPolygon,,420795.0,,GA,Muscogee County,,,,,"{""county_id"": ""215"", ""osm_id"": ""00958153769"", ""ref"": """", ""sqft"": ""420795.0"", ""state"": ""Georgia""}",dli one,dli one,True,site_00430
FracTracker:frac_row_1440,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1440,Blueprint Project data center,Blueprint Project,Approved/Permitted/Under construction,30.584257,-97.672676,True,Point,45000.0,,35,TX,Williamson,Georgetown,1201 Westinghouse Rd,78626.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/01/2026"", ""date_updated"": ""04/01/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/blueprint-projects-gets-greenlight-for-data-center-in-taylor-texas/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Medium (11-50 MW)""}",blueprint project,blueprint project,False,site_00431
FracTracker:frac_row_1441,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1441,AREP PowerHouse Grand Prairie,PowerHouse Data Centers,Approved/Permitted/Under construction,32.47629,-97.0691,True,Point,8500000.0,,1800,TX,Ellis,Midlothian,881 Miller Rd,76065.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/06/2026"", ""date_updated"": ""04/06/2026"", ""info_source_1"": ""https://www.powerhousedata.com/data-center/powerhouse-grand-prairie"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Mega campus (>1,000 MW)""}",arep powerhouse grand prairie,powerhouse,False,site_00432
FracTracker:frac_row_1442,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1442,"""Project Liberty"" Stream Data Center",,Proposed,34.197998,-79.352036,True,Point,2000000.0,,,SC,Marion,Marion,Industrial Park Rd,29571.0,Medium,"{""community_pushback"": ""Yes"", ""date_created"": ""04/07/2026"", ""date_updated"": ""04/07/2026"", ""info_source_1"": ""https://www.streamdatacenters.com/project-liberty/"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Hyperscale (100-999 MW)""}",project liberty stream,,False,site_00433
FracTracker:frac_row_1443,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1443,Starpointe Industrial Park Data Center,,Unknown,40.431973,-80.42476,True,Point,,,,PA,Washington,Burgettstown,Starpointe Blvd,15021.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/07/2026"", ""date_updated"": ""04/07/2026"", ""info_source_1"": ""https://www.weirtondailytimes.com/news/business/2024/12/starpointe-industrial-park-sale-is-finalized/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",starpointe industrial,,False,site_00434
FracTracker:frac_row_1444,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1444,Joule Power AI Data Center Campus,Joule Power,Proposed,39.199276,-112.37303,True,Point,,,"455-12,000",UT,Millard,Millard County,11000 N McCornick Road,84624.0,Low,"{""community_pushback"": ""Yes"", ""date_created"": ""04/08/2026"", ""date_updated"": ""04/08/2026"", ""info_source_1"": ""https://joulepower.ai/#:~:text=4%2C000%20acres%20owned%2C%20located%20in%20Millard%20County%2C,Buildings%20Phase%20I:%206%20facilities%20%C2%B7%20Power"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",joule power ai campus,joule power,False,site_00435
FracTracker:frac_row_1445,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1445,MS Solar Grid Data,,Suspended,30.037401,-89.97886,True,Point,,,,LA,Orleans,New Orleans East,Interstate 10 and Read Blvd,70127.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/08/2026"", ""date_updated"": ""04/08/2026"", ""info_source_1"": ""https://veritenews.org/2026/01/28/data-centers-ban-new-orleans-council/"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Unknown""}",ms solar grid,,False,site_00436
FracTracker:frac_row_1446,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1446,Quantica LLC Big Sky Campus,"Meta, Google, Amazon",Proposed,45.89389,-108.88078,True,Point,6000000.0,,1000,MT,Yellowstone,Broadview,Buffalo Trail Rd,59015.0,Medium,"{""community_pushback"": ""Yes"", ""date_created"": ""04/08/2026"", ""date_updated"": ""04/08/2026"", ""info_source_1"": ""https://bigskyeconomicdevelopment.org/quantica-infrastructure-introduces-big-sky-digital-infrastructure-as-its-flagship-development-platform-in-montana/"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Mega campus (>1,000 MW)""}",quantica big sky campus,meta google amazon,False,site_00437
FracTracker:frac_row_1447,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1447,Adair Park / West End Data Center,Digital Realty,Proposed,33.739025,-84.41105,True,Point,,,,GA,Fulton,Atlanta,713 Ralph David Abernathy Blvd,30310.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/08/2026"", ""date_updated"": ""04/08/2026"", ""info_source_1"": ""https://www.yahoo.com/news/articles/data-center-atlanta-thought-dead-203000461.html"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Hyperscale (100-999 MW)""}",adair west end,digital,False,site_00438
FracTracker:frac_row_1448,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1448,"""Project Taurus""",Raeden,Proposed,38.893997,-104.85778,True,Point,451217.0,,50,CO,El Paso,Colorado Springs,1565 High Tech Way,,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/09/2026"", ""date_updated"": ""04/09/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/50mw-data-center-could-be-built-in-colorado-springs/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Medium (11-50 MW)""}",project taurus,raeden,False,site_00439
FracTracker:frac_row_1449,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1449,PowerBridge/ LandBridge data centers,,Proposed,31.316566,-103.10906,True,Point,,,2000,TX,Reeves,Between Odessa and Pecos,Close to Waha Gas Hub,,Low,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/09/2026"", ""date_updated"": ""04/09/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/landbridge-powerbridge-partner-for-2gw-data-center-campus-in-west-texas/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",powerbridge landbridge,,False,site_00440
FracTracker:frac_row_145,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_145,DC BLOX Atlanta East Campus,DC BLOX,Approved/Permitted/Under construction,33.68936,-84.04566,True,Point,1016828.0,,216,GA,Rockdale,Conyers,1726 Farmer Road,30012.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""10/16/2025"", ""date_updated"": ""10/16/2025"", ""info_source_1"": ""https://www.dcblox.com/data-centers/rockdale-county-ga-hyperscale-data-center-campus/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",blox atlanta east campus,blox,False,site_00441
FracTracker:frac_row_1450,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1450,Festus Data Center,CRG,Proposed,38.19273,-90.41881,True,Point,,,,MO,Jefferson,Festus,Old England Rd & US-67,63028.0,Medium,"{""community_pushback"": ""Yes"", ""date_created"": ""04/12/2026"", ""date_updated"": ""04/12/2026"", ""info_source_1"": ""https://www.stlpr.org/government-politics-issues/2026-02-27/festus-leaders-next-step-approving-proposed-data-center"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",festus,crg,False,site_00442
FracTracker:frac_row_1451,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1451,Antelope Data Center,,Proposed,37.795376,-113.37061,True,Point,1350000.0,,1500,UT,Iron,Cedar City,West Antelope Springs Rd,84721.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/640-acre-data-center-could-be-built-in-iron-county-utah/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",antelope,,False,site_00443
FracTracker:frac_row_1452,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1452,Microsoft Cheyenne Data Center,Microsoft,Proposed,41.06447,-104.77278,True,Point,,,,WY,Laramie,Cheyenne,Near Wapiti Trail,82007.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/microsoft-plans-to-buy-3200-acres-of-land-for-data-center-project-in-cheyenne-wyoming/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",microsoft cheyenne,microsoft,False,site_00444
FracTracker:frac_row_1453,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1453,Edged Mesa Data Center,Edged,Operating,33.335514,-111.64406,True,Point,210000.0,,36,AZ,Maricopa,Mesa,8811 E Warner Rd,85212.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/edged-launches-36mw-data-center-in-phoenix-arizona/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Medium (11-50 MW)""}",edged mesa,edged,True,site_00445
FracTracker:frac_row_1454,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1454,DMK Projects data center,,Proposed,33.6714,-116.129,True,Point,,,270-600,CA,Riverside,Coachella,52nd Ave & Fillmore St,92274.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/600mw-data-center-could-be-built-in-coachella-california/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",dmk projects,,False,site_00446
FracTracker:frac_row_1455,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1455,Thunderbird Commerce Center Project,DC Blox,Proposed,39.76848,-86.05339,True,Point,410000.0,,,IN,Marion,Indianapolis,Pennsy Trail & S Kitley Ave,46219.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/dc-blox-to-expand-into-indiana-targets-data-center-campus-in-indianapolis/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",thunderbird commerce project,blox,False,site_00447
FracTracker:frac_row_1456,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1456,Green Data Center,,Proposed,34.077454,-107.02448,True,Point,,,2000,NM,Socorro,Socorro,"West of Socorro Peak, north of Hwy 60",,Medium,"{""community_pushback"": ""Yes"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/2gw-data-center-could-come-to-socorro-new-mexico/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",green,,False,site_00448
FracTracker:frac_row_1457,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1457,Project Caprock (LBB-01),Aligned,Approved/Permitted/Under construction,33.86355,-101.85285,True,Point,1650000.0,,540,TX,Hale,Abernathy,1498 County Road 315,79311.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/aligned-breaks-ground-on-540mw-data-center-campus-in-texas/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",project caprock lbb 01,aligned,False,site_00449
FracTracker:frac_row_1458,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1458,Project Hutto,,Cancelled,30.556295,-97.55823,True,Point,950000.0,,70,TX,Williamson,Hutto,County Road 119 and Limmer Loop,78634.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/22/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/950000-sq-ft-data-center-proposed-for-hutto-texas/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Large (51-99 MW)""}",project hutto,,False,site_00450
FracTracker:frac_row_1459,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1459,QTS Wilmer data center (DFW2 and DC1),,Expanding,32.580692,-96.70294,True,Point,777225.0,,,TX,Dallas,Lancaster,1341 Sunrise Rd,75146.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/15/2026"", ""date_updated"": ""04/15/2026"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/qts-files-to-add-another-building-to-wilmer-data-center-campus-texas/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",qts wilmer dfw2 dc1,,False,site_00451
FracTracker:frac_row_146,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_146,Rockdale Technology Park,SDP Aquisitions LLC,Proposed,33.68682,-84.05222,True,Point,837500.0,,126,GA,Rockdale,Conyers,1975 Sigman Rd,30012.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""10/16/2025"", ""date_updated"": ""10/16/2025"", ""info_source_1"": ""https://www.11alive.com/article/tech/metro-atlanta-data-center-proposed-53-acre-site/85-ac4c267f-95ad-4670-85c6-bdae1b9a337a"", ""information_source"": ""Sci4GA"", ""sizerank"": ""Hyperscale (100-999 MW)""}",rockdale technology,sdp aquisitions,False,site_00452
FracTracker:frac_row_1460,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1460,Project Alpaca,Volt Edge Energy,Proposed,34.709877,-81.664665,True,Point,,,49,SC,Union,Union,"Midway Green Industrial Park, 265 Midway Drive",29379.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/20/2026"", ""date_updated"": ""04/20/2026"", ""info_source_1"": ""https://cleanview.co/news/data-centers/volt-edge-energy-announces-49-mw-volt-edge-energy-project-alpaca-in-sc-20260417"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Medium (11-50 MW)""}",project alpaca,volt edge energy,False,site_00453
FracTracker:frac_row_1461,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1461,Steve Poe's Campground data center,PowerHouse Data Centers,Approved/Permitted/Under construction,38.196014,-85.859985,True,Point,1600000.0,,400,KY,Jefferson,Louisville,6001 Camp Ground Rd,40216.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/21/2026"", ""date_updated"": ""04/21/2026"", ""info_source_1"": ""https://www.americanrepartners.com/news/lets-go-build-some-data-centers-powerhouse-drives-hyperscale-and-ai-infrastructure-across-north-america"", ""information_source"": ""Crowdsourced"", ""sizerank"": ""Hyperscale (100-999 MW)""}",steve poe s campground,powerhouse,False,site_00454
